1,0.166015625,0.4609375,0,0,1.532
1,0.2734375,0.552734375,0,0,1.661
1,0.01171875,0.787109375,0,0,2.148
1,0.390625,0.744140625,0,0,1.334
1,0.029296875,0.630859375,0,0,2.542
1,0.787109375,0.630859375,0,0,1.43
1,0.732421875,0.07421875,0,0,2.185
1,0.548828125,0.830078125,0,0,1.697
1,0.53515625,0.693359375,0,0,1.896
1,0.5625,0.1640625,0,0,2.103
1,0.333984375,0.419921875,0,0,2.154
1,0.12109375,0.107421875,0,0,1.942
1,0.078125,0.0546875,0,0,2.503
1,0.140625,0.189453125,0,0,2.572
1,0.212890625,0.1171875,0,0,1.874
1,0.109375,0.04296875,0,0,2.028
1,0.84765625,0.3984375,0,0,2.184
1,0.537109375,0.634765625,0,0,2.262
1,0.267578125,0.060546875,0,0,1.659
1,0.6171875,0.728515625,0,0,1.128
1,0.94140625,0.931640625,0,0,1.376
1,0.501953125,0.939453125,0,0,2.602
1,0.08984375,0.478515625,0,0,2.442
1,0.072265625,0.37109375,0,0,2.004
1,0.94921875,0.900390625,0,0,1.749
1,0.37890625,0.8046875,0,0,2.275
1,0.833984375,0.626953125,0,0,1.478
1,0.05078125,0.744140625,0,0,1.127
1,0.314453125,0.087890625,0,0,2.7
1,0.970703125,0.529296875,0,0,1.175
1,0.736328125,0.2421875,0,0,1.957
1,0.201171875,0.203125,0,0,1.947
1,0.259765625,0.580078125,0,0,2.126
1,0.189453125,0.568359375,0,0,2.349
1,0.42578125,0.7578125,0,0,1.19
1,0.6484375,0.587890625,0,0,1.644
