1,0.53125,0.962890625,0,0,2.129
1,0.3046875,0.427734375,0,0,2.745
1,0.552734375,0.943359375,0,0,1.238
1,0.357421875,0.431640625,0,0,1.799
1,0.65625,0.03125,0,0,1.525
1,0.07421875,0.033203125,0,0,2.569
1,0.2421875,0.845703125,0,0,2.705
1,0.65625,0.345703125,0,0,1.741
1,0.353515625,0.666015625,0,0,2.163
1,0.337890625,0.49609375,0,0,2.068
1,0.70703125,0.541015625,0,0,2.515
1,0.455078125,0.46875,0,0,1.547
1,0.142578125,0.908203125,0,0,2.421
1,0.181640625,0.80078125,0,0,1.468
1,0.494140625,0.3828125,0,0,2.747
1,0.78125,0.85546875,0,0,1.085
1,0.36328125,0.294921875,0,0,1.821
1,0.177734375,0.62890625,0,0,2.663
1,0.72265625,0.546875,0,0,1.513
1,0.984375,0.185546875,0,0,2.511
1,0.703125,0.916015625,0,0,2.199
1,0.1640625,0.171875,0,0,1.428
1,0.052734375,0.328125,0,0,2.034
1,0.451171875,0.271484375,0,0,1.665
1,0.216796875,0.572265625,0,0,2.273
1,0.67578125,0.328125,0,0,2.76
