1,0.26171875,0.333984375,0,0,2.245
1,0.91796875,0.72265625,0,0,2.434
1,0.728515625,0.744140625,0,0,1.222
1,0.125,0.716796875,0,0,1.809
1,0.373046875,0.095703125,0,0,1.943
1,0.39453125,0.73828125,0,0,2.424
1,0.521484375,0.623046875,0,0,2.71
1,0.388671875,0.560546875,0,0,1.685
1,0.779296875,0.181640625,0,0,2.642
1,0.576171875,0.8828125,0,0,2.187
1,0.16015625,0.173828125,0,0,2.564
1,0.189453125,0.779296875,0,0,2.282
1,0.4296875,0.318359375,0,0,1.557
1,0.779296875,0.97265625,0,0,1.803
1,0.63671875,0.19140625,0,0,1.212
1,0.142578125,0.970703125,0,0,1.365
1,0.6328125,0.775390625,0,0,1.456
1,0.46875,0.5078125,0,0,2.54
1,0.5546875,0.818359375,0,0,1.01
1,0.892578125,0.50390625,0,0,1.428
1,0.599609375,0.669921875,0,0,1.856
1,0.419921875,0.453125,0,0,1.143
