1,0.697265625,0.35546875,0,0,2.658
1,0.142578125,0.720703125,0,0,2.17
1,0.96875,0.189453125,0,0,1.907
1,0.705078125,0.6484375,0,0,1.58
1,0.126953125,0.771484375,0,0,1.634
1,0.490234375,0.59375,0,0,2.027
1,0.677734375,0.720703125,0,0,1.751
1,0.7578125,0.904296875,0,0,2.515
1,0.296875,0.888671875,0,0,2.525
1,0.818359375,0.0234375,0,0,1.941
1,0.03515625,0.392578125,0,0,1.262
1,0.681640625,0.06640625,0,0,1.36
1,0.76171875,0.796875,0,0,1.29
1,0.296875,0.693359375,0,0,1.451
1,0.849609375,0.072265625,0,0,2.243
1,0.306640625,0.21484375,0,0,2.356
1,0.04296875,0.369140625,0,0,2.465
1,0.11328125,0.626953125,0,0,2.562
1,0.75,0.572265625,0,0,2.557
1,0.75390625,0.658203125,0,0,2.01
1,0.248046875,0.521484375,0,0,2.412
1,0.80859375,0.70703125,0,0,1.518
1,0.67578125,0.05859375,0,0,2.668
1,0.3984375,0.427734375,0,0,2.722
1,0.986328125,0.6953125,0,0,1.563
1,0.5625,0.064453125,0,0,1.023
1,0.26171875,0.212890625,0,0,2.117
1,0.791015625,0.87109375,0,0,2.566
1,0.83984375,0.236328125,0,0,2.641
